0, "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก" , "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก", 100
0, "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก" , "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก", 100
0, "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก" , "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก", 100
0, "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก" , "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก", 100
0, "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก" , "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก", 100
0, "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก" , "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก", 100
0, "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก" , "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก", 100
0, "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก" , "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก", 100
0, "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก" , "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก", 100
0, "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก" , "บัวลอยย, กฟ,,,.หดหกดกหด เดเเหก", 100
